1	2	2
1	3	5
1	4	12
1	5	2
1	6	10
1	7	5
1	8	5
1	9	2
1	10	12
1	11	5
1	12	7
1	14	4
1	16	8
1	17	9
1	18	18
1	19	2
1	20	4
1	21	9
1	22	22
1	23	12
1	24	11
1	25	6
1	26	5
1	27	2
1	28	8
1	29	1
1	30	2
1	31	6
1	32	4
1	34	10
1	35	8
1	36	2
1	37	8
1	38	4
1	39	2
1	41	3
1	42	1
1	43	3
1	44	5
1	45	9
1	47	5
1	48	1
1	49	15
1	50	9
1	51	1
1	52	3
1	53	2
1	54	1
1	55	10
1	56	1
1	57	4
1	58	3
1	59	4
1	60	6
1	62	5
1	64	14
1	65	5
1	67	3
1	68	1
1	69	1
1	70	1
1	71	2
1	72	3
1	73	2
1	74	4
1	75	6
1	76	1
1	77	2
1	78	2
1	79	9
1	80	1
1	81	14
1	82	5
1	83	2
1	84	8
1	85	3
1	86	2
1	87	22
1	88	2
1	89	3
1	90	1
1	91	3
1	92	1
1	93	2
1	95	10
1	96	17
1	97	5
1	99	3
1	100	2
1	101	4
1	102	12
1	104	3
1	105	4
1	106	17
1	107	4
1	108	3
1	109	8
1	110	1
1	111	1
1	112	7
1	113	1
1	114	2
1	115	37
1	116	4
1	117	4
1	118	1
1	119	11
1	121	2
1	122	2
1	124	1
1	125	2
1	126	8
1	127	3
1	128	2
1	129	7
1	130	21
1	131	7
1	133	3
1	134	30
1	135	12
1	136	4
1	137	10
1	138	28
1	139	12
1	140	6
1	142	5
1	143	7
1	144	4
1	145	32
1	146	12
1	147	13
1	148	3
1	149	7
1	150	1
1	151	8
1	152	3
1	153	8
1	154	14
1	155	5
1	156	9
1	157	4
1	158	4
1	159	2
1	160	3
1	161	2
1	162	3
1	163	5
1	164	2
1	165	3
1	166	4
1	167	29
1	168	5
1	169	3
1	171	5
1	172	7
1	173	8
1	174	3
1	175	3
1	176	7
1	177	6
1	178	3
1	179	3
1	180	15
1	181	6
1	182	1
1	183	7
1	184	2
1	185	3
1	186	9
1	187	5
1	188	16
1	189	1
1	190	2
1	191	1
1	192	2
1	193	6
1	196	5
1	197	27
1	198	3
1	199	1
1	201	4
1	202	13
1	203	5
1	204	2
1	205	3
1	206	4
1	207	3
1	208	6
1	209	2
1	210	12
1	211	2
1	212	3
1	213	4
1	214	2
1	215	6
1	216	3
1	217	3
1	218	2
1	219	5
1	220	4
1	222	4
1	223	3
1	224	5
1	225	13
1	226	8
1	227	31
1	228	1
1	229	6
1	230	9
1	231	1
1	232	4
1	233	16
1	234	4
1	235	4
1	236	1
1	237	3
1	238	6
1	239	5
1	240	1
1	241	3
1	242	5
1	243	3
1	244	3
1	245	16
1	246	7
1	247	2
1	248	10
1	250	2
1	251	2
1	252	5
1	253	7
1	254	23
1	255	9
1	256	7
1	258	2
1	259	7
1	260	1
1	261	3
1	263	7
1	264	15
1	265	4
1	266	21
1	267	2
1	268	9
1	269	2
1	270	8
1	271	5
1	272	2
1	273	2
1	274	8
1	275	2
1	276	9
1	277	19
1	279	1
1	280	3
1	281	1
1	282	4
1	284	18
1	285	5
1	286	2
1	287	7
1	288	6
1	289	2
1	290	6
1	291	2
1	292	2
1	293	3
1	294	30
1	296	3
1	297	5
1	298	2
1	299	3
1	300	8
1	301	8
1	302	10
1	303	11
1	304	3
1	305	1
1	306	3
1	307	3
1	308	5
1	309	26
1	310	8
1	311	5
1	312	1
1	313	2
1	314	2
1	315	3
1	316	3
1	317	1
1	318	2
1	320	6
1	321	1
1	322	2
1	323	3
1	324	6
1	325	2
1	326	1
1	327	1
1	328	3
1	329	1
1	330	4
1	331	12
1	332	19
1	333	20
1	334	4
1	335	3
1	337	5
1	338	1
1	339	3
1	340	3
1	341	2
1	342	3
1	343	6
1	344	13
1	345	5
1	346	14
1	347	15
1	348	4
1	350	1
1	351	18
1	352	5
1	355	6
1	356	4
1	357	4
1	358	15
1	359	8
1	360	6
1	362	1
1	363	9
1	364	3
1	365	3
1	366	5
1	369	2
1	370	10
1	372	2
1	373	3
1	374	5
1	375	17
1	376	4
1	377	14
1	378	3
1	379	2
1	380	2
1	381	3
1	382	13
1	383	1
1	384	23
1	385	6
1	386	4
2	3	21
2	4	1
2	5	7
2	6	3
2	7	6
2	8	12
2	9	1
2	10	16
2	11	8
2	12	7
2	13	3
2	14	5
2	15	2
2	16	2
2	18	16
2	19	5
2	20	7
2	21	7
2	22	31
2	23	9
2	24	8
2	25	1
2	28	1
2	29	2
2	30	3
2	31	8
2	32	7
2	33	10
2	34	18
2	35	4
2	36	2
2	37	8
2	38	7
2	39	7
2	40	1
2	41	1
2	43	3
2	44	5
2	45	10
2	46	2
2	47	4
2	48	7
2	49	21
2	50	6
2	53	2
2	55	9
2	56	2
2	58	5
2	59	4
2	60	6
2	61	2
2	62	4
2	63	3
2	64	20
2	65	6
2	66	8
2	67	10
2	68	8
2	69	3
2	70	1
2	71	4
2	72	8
2	73	3
2	74	7
2	75	4
2	76	8
2	77	9
2	79	5
2	80	5
2	81	2
2	82	3
2	83	2
2	84	5
2	86	2
2	87	17
2	88	8
2	89	10
2	90	8
2	91	2
2	92	3
2	94	1
2	95	11
2	96	2
2	97	2
2	99	1
2	100	4
2	102	10
2	103	2
2	104	4
2	105	1
2	106	30
2	108	13
2	109	6
